borough,neighborhood,building.class.category,tax.class.at.present,block,lot,ease.ment,building.class.at.present,address,apart.ment.number,zip.code,residential.units,commercial.units,total.units,land.square.feet,gross.square.feet,year.built,tax.class.at.time.of.sale,building.class.at.time.of.sale,sale.price,sale.date,sale.price.n,gross.sqft,land.sqft
3,BENSONHURST              ,3114  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6293,1.00,NA,B3,8123 14TH   AVENUE                       ,            ,11228.0,2,0,2,"1,530","1,824",1945,1,B3,"$650,000 ",5/22/13,650000.00,1824.0,1530.0
3,BENSONHURST              ,3115  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6293,26.00,NA,B3,1440 81ST   STREET                       ,            ,11228.0,2,0,2,"2,633","1,892",1930,1,B3,"$600,000 ",11/1/12,600000.00,1892.0,2633.0
3,BENSONHURST              ,3118  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6295,52.00,NA,B3,1661 82ND STREET                         ,            ,11214.0,2,0,2,"2,000","1,424",1935,1,B3,"$586,500 ",5/20/13,586500.00,1424.0,2000.0
3,BENSONHURST              ,3119  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6295,66.00,NA,B1,1631 82ND   STREET                       ,            ,11214.0,2,0,2,"2,000","1,800",1945,1,B1,"$550,000 ",12/19/12,550000.00,1800.0,2000.0
3,BENSONHURST              ,3120  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6295,80.00,NA,B1,1658 81ST STREET                         ,            ,11214.0,2,0,2,"1,700","1,390",1935,1,B1,"$653,500 ",12/19/12,653500.00,1390.0,1700.0
3,BENSONHURST              ,3121  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6295,87.00,NA,B1,1672 81ST   STREET                       ,            ,11214.0,2,0,2,"1,700","2,136",1935,1,B1,"$290,000 ",9/24/12,290000.00,2136.0,1700.0
3,BENSONHURST              ,3122  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6295,89.00,NA,B3,1676 81 STREET                           ,            ,11214.0,2,0,2,"1,700","2,136",1935,1,B3,"$610,000 ",11/20/12,610000.00,2136.0,1700.0
3,BENSONHURST              ,3123  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6295,91.00,NA,B1,1680 81ST   STREET                       ,            ,11214.0,2,0,2,"1,700","2,208",1935,1,B1,"$50,000 ",6/14/13,50000.00,2208.0,1700.0
3,BENSONHURST              ,3127  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6304,67.00,NA,B9,1435 83RD STREET                         ,            ,11228.0,2,0,2,"1,900","1,938",1950,1,B9,"$535,000 ",1/30/13,535000.00,1938.0,1900.0
3,BENSONHURST              ,3128  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6305,32.00,NA,B1,1560 82ND STREET                         ,            ,11228.0,2,0,2,"2,000","1,800",1945,1,B1,"$579,200 ",8/2/12,579200.00,1800.0,2000.0
3,BENSONHURST              ,3129  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6305,66.00,NA,B1,1529 83RD   STREET                       ,            ,11228.0,2,0,2,"2,000","1,800",1945,1,B1,"$665,000 ",5/30/13,665000.00,1800.0,2000.0
3,BENSONHURST              ,3134  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6310,25.00,NA,B3,1450 83RD STREET                         ,            ,11228.0,2,0,2,"2,200","1,638",1935,1,B3,"$670,000 ",3/7/13,670000.00,1638.0,2200.0
3,BENSONHURST              ,3135  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6310,58.00,NA,B2,1447 84TH   STREET                       ,            ,11228.0,2,0,2,"2,375","1,960",1930,1,B2,"$770,000 ",7/31/13,770000.00,1960.0,2375.0
3,BENSONHURST              ,3136  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6310,63.00,NA,B2,1431 84TH STREET                         ,            ,11228.0,2,0,2,"2,383","1,960",1930,1,B2,"$880,000 ",8/22/12,880000.00,1960.0,2383.0
3,BENSONHURST              ,3137  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6310,64.00,NA,B2,1429 84TH   STREET                       ,            ,11228.0,2,0,2,"2,383","1,960",1930,1,B2,"$700,000 ",1/8/13,700000.00,1960.0,2383.0
3,BENSONHURST              ,3138  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6311,7.00,NA,B9,1504 83RD   STREET                       ,            ,11228.0,2,0,2,"1,720","1,800",1945,1,B9,"$599,000 ",6/19/13,599000.00,1800.0,1720.0
3,BENSONHURST              ,3139  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6311,43.00,NA,B3,8318 16TH AVENUE                         ,            ,11214.0,2,0,2,"3,700","1,440",1945,1,B3,"$789,000 ",9/25/12,789000.00,1440.0,3700.0
3,BENSONHURST              ,3140  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6312,24.00,NA,B1,1652 83 STREET                           ,            ,11214.0,2,0,2,928,"2,320",1930,1,B1,"$645,000 ",8/21/12,645000.00,2320.0,928.0
3,BENSONHURST              ,3141  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6313,14.00,NA,B1,8209 17TH AVENUE                         ,            ,11214.0,2,0,2,"1,800","3,000",1920,1,B1,"$680,000 ",7/31/13,680000.00,3000.0,1800.0
3,BENSONHURST              ,3143  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6323,46.00,NA,B1,8424 15TH   AVENUE                       ,            ,11228.0,2,0,2,"1,719","2,406",1930,1,B1,"$780,000 ",9/24/12,780000.00,2406.0,1719.0
3,BENSONHURST              ,3145  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6324,19.00,NA,B3,1528 84TH   STREET                       ,            ,11228.0,2,0,2,"1,660","1,824",1955,1,B3,"$630,000 ",10/24/12,630000.00,1824.0,1660.0
3,BENSONHURST              ,3146  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6324,29.00,NA,B3,1550 84TH   STREET                       ,            ,11228.0,2,0,2,"1,920","1,824",1955,1,B3,"$640,000 ",11/15/12,640000.00,1824.0,1920.0
3,BENSONHURST              ,3147  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6324,48.00,NA,B3,1583 85TH STREET                         ,            ,11228.0,2,0,2,"2,000","1,700",1935,1,B3,"$530,000 ",9/12/12,530000.00,1700.0,2000.0
3,BENSONHURST              ,3148  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6324,66.00,NA,B1,1539 85TH STREET                         ,            ,11228.0,2,0,2,"2,433","1,824",1955,1,B1,"$712,000 ",4/16/13,712000.00,1824.0,2433.0
3,BENSONHURST              ,3149  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6324,68.00,NA,B1,1535 85 STREET                           ,            ,11228.0,2,0,2,"1,950","1,824",1955,1,B1,"$700,000 ",5/24/13,700000.00,1824.0,1950.0
3,BENSONHURST              ,3150  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6324,73.00,NA,B1,1523 85TH STREET                         ,            ,11228.0,2,0,2,"1,950","1,824",1955,1,B1,"$670,000 ",6/3/13,670000.00,1824.0,1950.0
3,BENSONHURST              ,3151  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6329,19.00,NA,B3,2030 83RD   STREET                       ,            ,11214.0,2,0,2,"1,817","2,008",1905,1,B3,"$705,000 ",10/17/12,705000.00,2008.0,1817.0
3,BENSONHURST              ,3152  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6333,28.00,NA,B3,1954 84TH   STREET                       ,            ,11214.0,2,0,2,"3,000","2,605",1910,1,B3,"$427,500 ",7/17/13,427500.00,2605.0,3000.0
3,BENSONHURST              ,3154  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6336,18.00,NA,B1,2228 84TH STREET                         ,            ,11214.0,2,0,2,"2,000","2,125",1955,1,B1,"$700,000 ",3/6/13,700000.00,2125.0,2000.0
3,BENSONHURST              ,3159  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6847,11.00,NA,B3,2316 79TH STREET                         ,            ,11214.0,2,0,2,"4,000","1,800",1925,1,B3,"$835,000 ",3/4/13,835000.00,1800.0,4000.0
3,BENSONHURST              ,3160  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6848,33.00,NA,S2,1788 STILLWELL AVENUE                    ,            ,11223.0,2,1,3,"1,065","2,580",1926,1,S2,"$840,000 ",8/1/12,840000.00,2580.0,1065.0
3,BENSONHURST              ,3161  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6852,28.00,NA,B9,1896 STILLWELL AVENUE                    ,            ,11223.0,2,0,2,"1,693","2,080",1935,1,B9,"$608,000 ",4/17/13,608000.00,2080.0,1693.0
3,BENSONHURST              ,3162  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6853,41.00,NA,S2,2376 83RD   STREET                       ,            ,11214.0,2,1,3,"3,000","1,840",1925,1,S2,"$830,000 ",7/11/13,830000.00,1840.0,3000.0
3,BENSONHURST              ,3165  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6859,16.00,NA,B3,2426 85TH   STREET                       ,            ,11214.0,2,0,2,"3,000","1,986",1925,1,B3,"$417,000 ",2/21/13,417000.00,1986.0,3000.0
3,BENSONHURST              ,3169  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5562,4.00,NA,C0,6613 19TH AVENUE                         ,            ,11204.0,3,0,3,"3,000","2,394",1930,1,C0,$1 ,4/18/13,1.00,2394.0,3000.0
3,BENSONHURST              ,3172  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5569,30.00,NA,C0,1856 67TH   STREET                       ,            ,11204.0,3,0,3,"2,000","3,492",1925,1,C0,"$770,000 ",4/15/13,770000.00,3492.0,2000.0
3,BENSONHURST              ,3174  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5574,17.00,NA,C0,1552 68 STREET                           ,            ,11219.0,3,0,3,"2,000","2,488",1910,1,C0,"$730,000 ",5/15/13,730000.00,2488.0,2000.0
3,BENSONHURST              ,3175  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5574,44.00,NA,C0,1555 BAY RIDGE AVENUE                    ,            ,11219.0,3,0,3,"4,000","2,241",1910,1,C0,"$810,000 ",4/17/13,810000.00,2241.0,4000.0
3,BENSONHURST              ,3178  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5762,51.00,NA,C0,1459 67TH STREET                         ,            ,11219.0,3,0,3,"2,000","3,120",1986,1,C0,"$900,000 ",11/28/12,900000.00,3120.0,2000.0
3,BENSONHURST              ,3179  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5769,5.00,NA,C0,6719 14TH   AVENUE                       ,            ,11219.0,3,0,3,"2,000","3,000",1910,1,C0,"$500,000 ",10/23/12,500000.00,3000.0,2000.0
3,BENSONHURST              ,3181  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6168,18.00,NA,C0,1430 70 STREET                           ,            ,11228.0,3,0,3,"3,000","3,920",1930,1,C0,$10 ,11/8/12,10.00,3920.0,3000.0
3,BENSONHURST              ,3182  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6169,8.00,NA,C0,7005 15TH   AVENUE                       ,            ,11228.0,3,0,3,"2,000","2,980",1960,1,C0,"$570,000 ",5/24/13,570000.00,2980.0,2000.0
3,BENSONHURST              ,3183  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6180,50.00,NA,C0,1539 72ND STREET                         ,            ,11228.0,3,0,3,"4,000","2,294",1925,1,C0,"$937,000 ",1/4/13,937000.00,2294.0,4000.0
3,BENSONHURST              ,3184  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6182,36.00,NA,C0,1774 71ST STREET                         ,            ,11204.0,3,0,3,"2,400","2,400",1930,1,C0,"$995,000 ",10/15/12,995000.00,2400.0,2400.0
3,BENSONHURST              ,3186  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6182,72.00,NA,C0,1727 72ND   STREET                       ,            ,11204.0,3,0,3,"3,042","2,728",1935,1,C0,"$949,500 ",12/14/12,949500.00,2728.0,3042.0
3,BENSONHURST              ,3190  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6194,14.00,NA,C0,1822 72ND   STREET                       ,            ,11204.0,3,0,3,"2,650","2,400",1930,1,C0,$10 ,6/20/13,10.00,2400.0,2650.0
3,BENSONHURST              ,3191  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6196,72.00,NA,C0,2013 73RD   STREET                       ,            ,11204.0,3,0,3,"2,500","4,500",1930,1,C0,"$710,000 ",11/8/12,710000.00,4500.0,2500.0
3,BENSONHURST              ,3196  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6205,57.00,NA,C0,1861 74TH   STREET                       ,            ,11204.0,3,0,3,"2,750","3,960",1930,1,C0,"$995,000 ",12/3/12,995000.00,3960.0,2750.0
3,BENSONHURST              ,3198  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6214,52.00,NA,C0,1678 74TH   STREET                       ,            ,11204.0,3,0,3,"1,800","2,244",1925,1,C0,"$610,000 ",6/6/13,610000.00,2244.0,1800.0
3,BENSONHURST              ,3199  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6215,76.00,NA,C0,1721 BAY RIDGE PARKWAY                   ,            ,11204.0,3,0,3,"1,817","2,000",1920,1,C0,"$300,000 ",10/17/12,300000.00,2000.0,1817.0
3,BENSONHURST              ,3200  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6223,42.00,NA,C0,7506 15TH   AVENUE                       ,            ,11228.0,3,0,3,"1,800","2,040",1925,1,C0,"$650,000 ",10/3/12,650000.00,2040.0,1800.0
3,BENSONHURST              ,3208  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6248,85.00,NA,C0,1703 78TH STREET                         ,            ,11214.0,3,0,3,"2,000","2,472",1915,1,C0,"$720,000 ",6/7/13,720000.00,2472.0,2000.0
3,BENSONHURST              ,3213  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6259,9.00,NA,C0,1608 78TH   STREET                       ,            ,11214.0,3,0,3,"2,533","3,900",1920,1,C0,"$1,120,000 ",6/11/13,1120000.00,3900.0,2533.0
3,BENSONHURST              ,3216  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6260,74.00,NA,C0,1733 79TH   STREET                       ,            ,11214.0,3,0,3,"2,000","2,592",1920,1,C0,$10 ,4/11/13,10.00,2592.0,2000.0
3,BENSONHURST              ,3217  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6263,1.00,NA,C0,7821 20TH AVENUE                         ,            ,11214.0,3,0,3,"3,500","3,248",1920,1,C0,"$105,500 ",2/8/13,105500.00,3248.0,3500.0
3,BENSONHURST              ,3219  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6264,19.00,NA,C0,2134 78TH STREET                         ,            ,11214.0,3,0,3,"2,500","2,640",1920,1,C0,"$930,000 ",7/9/13,930000.00,2640.0,2500.0
3,BENSONHURST              ,3221  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6289,45.00,NA,C0,2279 81ST STREET                         ,            ,11214.0,3,0,3,"3,267","2,776",1955,1,C0,"$800,000 ",12/18/12,800000.00,2776.0,3267.0
3,BENSONHURST              ,3223  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6289,47.00,NA,C0,2275 81ST STREET                         ,            ,11214.0,3,0,3,"3,267","2,776",1955,1,C0,"$400,000 ",12/18/12,400000.00,2776.0,3267.0
3,BENSONHURST              ,3229  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6304,23.00,NA,C0,1448 82ND STREET                         ,            ,11228.0,3,0,3,"2,500","2,400",1935,1,C0,"$990,000 ",12/28/12,990000.00,2400.0,2500.0
3,BENSONHURST              ,3230  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6311,9.00,NA,C0,1510 83RD   STREET                       ,            ,11228.0,3,0,3,"2,000","1,800",1945,1,C0,"$620,000 ",10/26/12,620000.00,1800.0,2000.0
3,BENSONHURST              ,3234  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6316,15.00,NA,C0,1920-1922 82ND STREET                    ,            ,11214.0,3,0,3,"3,000","3,190",1940,1,C0,"$833,000 ",12/27/12,833000.00,3190.0,3000.0
3,BENSONHURST              ,3235  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6316,77.00,NA,C0,1905 83RD STREET                         ,            ,11214.0,3,0,3,"2,000","2,575",1950,1,C0,"$158,000 ",3/22/13,158000.00,2575.0,2000.0
3,BENSONHURST              ,3236  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6318,17.00,NA,C0,2124 82ND STREET                         ,            ,11214.0,3,0,3,"2,000","4,211",1940,1,C0,"$810,000 ",3/29/13,810000.00,4211.0,2000.0
3,BENSONHURST              ,3237  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6319,65.00,NA,C0,2235 83RD STREET                         ,3,11214.0,3,0,3,"3,000","3,330",1987,1,C0,"$996,000 ",12/27/12,996000.00,3330.0,3000.0
3,BENSONHURST              ,3238  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6325,43.00,NA,C0,1684 84TH   STREET                       ,            ,11214.0,3,0,3,"2,600","3,000",1899,1,C0,"$757,000 ",5/7/13,757000.00,3000.0,2600.0
3,BENSONHURST              ,3242  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6332,65.00,NA,C0,1827 85TH STREET                         ,            ,11214.0,3,0,3,"4,000","3,173",1910,1,C0,"$875,000 ",12/17/12,875000.00,3173.0,4000.0
3,BENSONHURST              ,3243  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6333,58.00,NA,C0,1947 85TH   STREET                       ,            ,11214.0,3,0,3,"3,000","3,496",1970,1,C0,"$1,030,000 ",3/5/13,1030000.00,3496.0,3000.0
3,BENSONHURST              ,3244  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6335,56.00,NA,C0,2155 85TH   STREET                       ,            ,11214.0,3,0,3,"3,000","4,360",1965,1,C0,"$1,100,000 ",12/20/12,1100000.00,4360.0,3000.0
3,BENSONHURST              ,3245  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6336,67.00,NA,C0,2223 85TH STREET                         ,            ,11214.0,3,0,3,"3,000","3,327",1965,1,C0,"$450,000 ",11/20/12,450000.00,3327.0,3000.0
3,BENSONHURST              ,3246  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6336,71.00,NA,C0,2215 85TH STREET                         ,            ,11214.0,3,0,3,"2,000","3,170",1930,1,C0,"$976,000 ",2/6/13,976000.00,3170.0,2000.0
3,BENSONHURST              ,3250  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6851,49.00,NA,C0,2369 83RD STREET                         ,            ,11214.0,3,0,3,"4,000","3,193",1910,1,C0,"$990,000 ",4/4/13,990000.00,3193.0,4000.0
3,BENSONHURST              ,3278  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,5552,63.00,NA,C3,1651 66TH   STREET                       ,            ,11204.0,4,0,4,"2,650","3,520",1931,2,C3,"$980,000 ",5/20/13,980000.00,3520.0,2650.0
3,BENSONHURST              ,3281  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,5563,62.00,NA,C3,2043 67TH   STREET                       ,            ,11204.0,4,0,4,"2,650","3,344",1931,2,C3,"$840,000 ",7/18/13,840000.00,3344.0,2650.0
3,BENSONHURST              ,3283  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,5569,11.00,NA,C3,1814 67TH   STREET                       ,            ,11204.0,4,0,4,"3,008","3,082",1931,2,C3,"$998,000 ",5/2/13,998000.00,3082.0,3008.0
3,BENSONHURST              ,3285  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,5571,43.00,NA,C3,6724 21ST   AVENUE                       ,            ,11204.0,4,0,4,"2,158","3,280",1931,2,C3,"$1,220,000 ",6/18/13,1220000.00,3280.0,2158.0
3,BENSONHURST              ,3286  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,5571,47.00,NA,C3,2065 68TH STREET                         ,            ,11204.0,4,0,4,"2,800","3,510",1931,2,C3,"$660,000 ",12/26/12,660000.00,3510.0,2800.0
3,BENSONHURST              ,3287  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,5574,11.00,NA,C2,1536 68TH STREET                         ,            ,11219.0,5,0,5,"2,000","4,200",1931,2,C2,"$1,100,000 ",6/27/13,1100000.00,4200.0,2000.0
3,BENSONHURST              ,3291  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,6161,17.00,NA,C3,1826 BAY RIDGE AVENUE                    ,            ,11204.0,4,0,4,"2,500","3,026",1924,2,C3,"$810,000 ",8/24/12,810000.00,3026.0,2500.0
3,BENSONHURST              ,3295  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,6163,71.00,NA,C2,2017 70TH STREET                         ,            ,11204.0,5,0,5,"3,000","5,400",1926,2,C2,"$1,139,000 ",1/30/13,1139000.00,5400.0,3000.0
3,BENSONHURST              ,3296  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,6171,63.00,NA,C3,1749 71 STREET                           ,            ,11204.0,4,0,4,"2,500","3,000",1924,2,C3,"$475,000 ",5/1/13,475000.00,3000.0,2500.0
3,BENSONHURST              ,3304  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,6179,41.00,NA,C2,7106 15TH AVENUE                         ,            ,11228.0,5,0,5,"1,800","3,300",1925,2,C2,"$163,000 ",11/30/12,163000.00,3300.0,1800.0
3,BENSONHURST              ,3307  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,6182,23.00,NA,C3,1742 71ST   STREET                       ,            ,11204.0,4,0,4,"2,500","3,000",1924,2,C3,"$800,000 ",7/31/13,800000.00,3000.0,2500.0
3,BENSONHURST              ,3310  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,6186,50.00,NA,C3,2169 72 STREET                           ,            ,11204.0,4,0,4,"2,667","3,198",1925,2,C3,"$1,150,000 ",7/2/13,1150000.00,3198.0,2667.0
3,BENSONHURST              ,3314  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,6225,78.00,NA,C2,1663 76TH   STREET                       ,            ,11214.0,6,0,6,"2,450","5,400",1931,2,C2,"$880,000 ",4/5/13,880000.00,5400.0,2450.0
3,BENSONHURST              ,3317  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,6226,71.00,NA,C3,1735 76TH   STREET                       ,            ,11214.0,4,0,4,"2,500","3,120",1931,2,C3,"$850,000 ",8/15/12,850000.00,3120.0,2500.0
3,BENSONHURST              ,3319  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,6237,6.00,NA,C2,7611 17TH   AVENUE                       ,            ,11214.0,6,0,6,"2,600","4,650",1931,2,C2,"$250,000 ",12/27/12,250000.00,4650.0,2600.0
3,BENSONHURST              ,3320  CONDOS - 2-10 UNIT RESIDENTIAL          ,2,6245,6.00,NA,C1,7705 14TH   AVENUE                       ,            ,11228.0,12,0,12,"4,175","10,800",1922,2,C1,"$1,550,000 ",7/1/13,1550000.00,10800.0,4175.0
3,BENSONHURST              ,3323  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,6251,20.00,NA,C3,2036 77TH STREET                         ,            ,11214.0,4,0,4,"3,000","3,588",1924,2,C3,"$1,080,000 ",10/12/12,1080000.00,3588.0,3000.0
3,BENSONHURST              ,3324  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,6251,30.00,NA,C2,2054 77TH   STREET                       ,            ,11214.0,6,0,6,"2,750","5,775",1924,2,C2,"$960,000 ",5/31/13,960000.00,5775.0,2750.0
3,BENSONHURST              ,3325  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,6251,34.00,NA,C2,2064 77TH STREET                         ,            ,11214.0,6,0,6,"2,750","5,775",1924,2,C2,"$999,000 ",10/18/12,999000.00,5775.0,2750.0
3,BENSONHURST              ,3327  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,6259,51.00,NA,C2,1663 79TH STREET                         ,            ,11214.0,6,0,6,"3,000","5,175",1931,2,C2,"$940,000 ",6/28/13,940000.00,5175.0,3000.0
3,BENSONHURST              ,3332  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,6270,43.00,NA,C3,7914 16TH AVENUE                         ,            ,11214.0,4,0,4,"2,750","3,116",1931,2,C3,"$980,000 ",7/10/13,980000.00,3116.0,2750.0
3,BENSONHURST              ,3334  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,6272,24.00,NA,C2,1744 79TH   STREET                       ,            ,11214.0,6,0,6,"2,500","5,250",1931,2,C2,"$875,000 ",3/4/13,875000.00,5250.0,2500.0
3,BENSONHURST              ,3336  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,6277,54.00,NA,C2,2251 80TH STREET                         ,            ,11214.0,5,0,5,"6,150","3,600",1931,2,C2,"$400,000 ",12/17/12,400000.00,3600.0,6150.0
3,BENSONHURST              ,3337  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,6287,22.00,NA,C3,2040 80TH STREET                         ,            ,11214.0,4,0,4,"2,667","3,213",1931,2,C3,"$1,000,000 ",8/23/12,1000000.00,3213.0,2667.0
3,BENSONHURST              ,3339  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,6299,13.00,NA,C3,2124 81ST STREET                         ,            ,11214.0,4,0,4,"5,400","1,700",1930,2,C3,"$1,100,000 ",4/23/13,1100000.00,1700.0,5400.0
3,BENSONHURST              ,3345  CONDOS - 2-10 UNIT RESIDENTIAL          ,2,6336,12.00,NA,C1,2214 84TH STREET                         ,14,11214.0,14,0,14,"6,000","13,860",1937,2,C1,"$1,600,000 ",3/22/13,1600000.00,13860.0,6000.0
3,BENSONHURST              ,3346  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,6336,55.00,NA,C3,2255 85TH STREET                         ,4,11214.0,4,0,4,"2,500","3,280",1923,2,C3,"$800,000 ",8/14/12,800000.00,3280.0,2500.0
3,BENSONHURST              ,3347  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,6348,36.00,NA,C3,2278 85TH STREET                         ,4,11214.0,4,0,4,"2,717","3,520",1924,2,C3,"$1,080,000 ",5/1/13,1080000.00,3520.0,2717.0
3,BENSONHURST              ,3348  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,6851,24.00,NA,C2,2346 82ND STREET                         ,6,11214.0,6,0,6,"2,000","4,380",1922,2,C2,"$720,000 ",8/15/12,720000.00,4380.0,2000.0
3,BENSONHURST              ,3349  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,6851,25.00,NA,C2,2348 82ND STREET                         ,6,11214.0,6,0,6,"2,000","4,380",1922,2,C2,"$767,000 ",8/13/12,767000.00,4380.0,2000.0
3,BENSONHURST              ,3350  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,6853,8.00,NA,C3,2306 83RD STREET                         ,4,11214.0,4,0,4,"2,875","3,528",1924,2,C3,"$970,000 ",1/17/13,970000.00,3528.0,2875.0
3,BENSONHURST              ,3352  CONDOS - 2-10 UNIT RESIDENTIAL          ,2,6273,39.00,NA,D1,7920 19TH AVENUE                         ,            ,11214.0,48,0,48,"10,000","48,000",1931,2,D1,"$582,295 ",12/26/12,582295.00,48000.0,10000.0
3,BENSONHURST              ,3377  CONDOS - 2-10 UNIT RESIDENTIAL          ,2B,5769,9.00,NA,S5,6709 14TH   AVENUE                       ,            ,11219.0,6,1,7,"2,898","5,400",1931,2,S5,"$999,000 ",7/16/13,999000.00,5400.0,2898.0
3,BENSONHURST              ,3378  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,6158,48.00,NA,S9,6901 NEW UTRECHT AVE                     ,            ,11228.0,2,3,5,"2,830","4,640",1931,2,S9,"$800,000 ",8/20/12,800000.00,4640.0,2830.0
